sport,pt,fills,games,usd,capital_usd,avg_price,won_pct,edge_pts,roi,ci_lo,ci_hi
tennis,75,134844,8056,16304063.0,16438116.0,0.752028226852417,0.7614843249320984,0.009456098079681396,0.004304841253142158,-0.031873752374070016,0.03977361066606009
tennis,76,99078,7882,16171824.0,16297940.0,0.7621636390686035,0.7225704193115234,-0.03959321975708008,-0.05934421780419535,-0.13652414252685705,0.00034213699275733076
tennis,77,106985,7926,17308488.0,17438048.0,0.7720028758049011,0.7795288562774658,0.007525980472564697,0.002161781132068863,-0.05791462905450925,0.05075491001336843
tennis,78,123019,8018,18164524.0,18300206.0,0.782360851764679,0.7995095252990723,0.01714867353439331,0.014214511605963778,-0.051674562082733064,0.0679137014214473
tennis,79,83054,7840,19200426.0,19329016.0,0.7919224500656128,0.7826963067054749,-0.00922614336013794,-0.018204073651797468,-0.12229813803825279,0.06188246879568806
tennis,80,123298,8107,18525772.0,18646096.0,0.8016678690910339,0.8382740616798401,0.03660619258880615,0.03892057035855115,0.00170512868400749,0.07451576184744621
tennis,81,94977,7882,19798006.0,19922860.0,0.8118070363998413,0.8547848463058472,0.04297780990600586,0.046404473498756746,-0.010856075596375137,0.09080572766178939
tennis,82,104212,7969,25112428.0,25267986.0,0.8214130401611328,0.8885412216186523,0.06712818145751953,0.07524828088775389,0.007387272368919416,0.1179882816270566
tennis,83,86111,7721,18267844.0,18369274.0,0.8317129015922546,0.8574745655059814,0.025761663913726807,0.02545114345130428,-0.023509189398398404,0.06808462150263525
tennis,84,108333,8035,16015283.0,16099264.0,0.8421185612678528,0.8369933366775513,-0.005125224590301514,-0.011231710025500413,-0.04507500933050762,0.020927193637257414
tennis,85,92912,7948,17722208.0,17805872.0,0.8519229888916016,0.8595125675201416,0.007589578628540039,0.0041591331285169945,-0.024998590690337275,0.03094444354458805
tennis,86,81957,7726,18434400.0,18517564.0,0.8619602918624878,0.8816989660263062,0.01973867416381836,0.018409831256491736,-0.01957679185463606,0.05366547512767207
tennis,87,90236,7812,17377474.0,17450764.0,0.8719190359115601,0.8899429440498352,0.018023908138275146,0.016362039017331596,-0.010809424812064794,0.03885339432710223
tennis,88,88161,7725,18535340.0,18609174.0,0.8817475438117981,0.911043107509613,0.02929556369781494,0.029169971496756198,0.008179762829785872,0.046424138658152043
tennis,89,77716,7507,17673938.0,17738192.0,0.8920334577560425,0.8773181438446045,-0.014715313911437988,-0.020062022915462177,-0.06694825812242432,0.01861179359192199
tennis,90,110986,8007,20794570.0,20857868.0,0.9023221731185913,0.874686062335968,-0.02763611078262329,-0.03363039901419252,-0.08750472088647408,0.010526327033558339
tennis,91,121669,7551,15966688.0,16011950.0,0.9120809435844421,0.8977218270301819,-0.014359116554260254,-0.01852502197698736,-0.05754389604210008,0.013277270471286622
tennis,92,106221,7643,18981532.0,19029602.0,0.9218465685844421,0.8660245537757874,-0.055822014808654785,-0.06300260297223546,-0.15318255802897635,-0.0034419073591449704
tennis,93,89860,7652,19476420.0,19519166.0,0.9318389892578125,0.927346408367157,-0.004492580890655518,-0.007023017291091303,-0.03345836202754217,0.013341435598849342
tennis,94,83167,7488,19684786.0,19722970.0,0.9422388672828674,0.9430497288703918,0.0008108615875244141,-0.0010244674155068182,-0.021864630356092044,0.015244428389299397
tennis,95,83648,7563,19885988.0,19916572.0,0.9522874355316162,0.9439146518707275,-0.008372783660888672,-0.010314978355280434,-0.03209056637354056,0.0071976559287142495
tennis,96,79543,7377,22255958.0,22282284.0,0.9630773067474365,0.9548134207725525,-0.008263885974884033,-0.009743571012555373,-0.026240280695096884,0.004331977499038255
tennis,97,65055,7149,25063540.0,25085594.0,0.9737846851348877,0.968309760093689,-0.0054749250411987305,-0.006481571625040964,-0.023316237121980568,0.006293575144461241
tennis,98,65155,7501,25081320.0,25094972.0,0.9832599759101868,0.9728943109512329,-0.010365664958953857,-0.011070650751761477,-0.029911191733876904,0.0021995639140701515
tennis,99,66604,7886,35775668.0,35779988.0,0.9958428740501404,0.9920628666877747,-0.0037800073623657227,-0.003911631092083868,-0.009603060198675175,0.00052338696475193
esports,50,166444,4520,21862326.0,22160404.0,0.5012513995170593,0.524976372718811,0.02372497320175171,0.03289903932159062,-0.042226999695881506,0.10998352320107463
esports,51,124651,4361,17646984.0,17894184.0,0.5116843581199646,0.5017580389976501,-0.009926319122314453,-0.032812103873514305,-0.09877233488073575,0.035075616316267016
esports,52,132052,4436,17174782.0,17416186.0,0.5217981934547424,0.47354915738105774,-0.04824903607368469,-0.10526329999800471,-0.19246099695156227,-0.01629623799364828
esports,53,152036,4592,21275124.0,21547038.0,0.532130777835846,0.4976014196872711,-0.03452935814857483,-0.07692300101881949,-0.184270633041165,0.02950970930279682
esports,54,111874,4598,17678438.0,17912872.0,0.5421352386474609,0.5457811951637268,0.003645956516265869,-0.006595472210741049,-0.08823600798774803,0.07448845410439257
esports,55,134922,4754,22044948.0,22323676.0,0.5518893003463745,0.5178636908531189,-0.034025609493255615,-0.07283976208508376,-0.17300044044476173,0.023798137952412663
esports,56,136246,4783,21284650.0,21561076.0,0.5615061521530151,0.5414061546325684,-0.020099997520446777,-0.04823015248438323,-0.13751739374530297,0.04156208657756676
esports,57,128314,4827,20114500.0,20370842.0,0.57176274061203,0.5405135750770569,-0.031249165534973145,-0.06657241237156891,-0.15388181865240094,0.015585627773494027
esports,58,130327,4874,19505600.0,19755882.0,0.581677258014679,0.5418712496757507,-0.03980600833892822,-0.08024232222089783,-0.1922361218415745,0.027083887524158856
esports,59,130795,4991,21124314.0,21380456.0,0.5919727087020874,0.6028957962989807,0.01092308759689331,0.006213138808868425,-0.07984812437810465,0.09137169129716967
esports,60,147825,5096,23901908.0,24171880.0,0.6015177369117737,0.618617057800293,0.017099320888519287,0.017279012464514357,-0.06756729099917559,0.10445455346250414
esports,61,114128,5053,18350654.0,18568834.0,0.6118165254592896,0.634690523147583,0.022873997688293457,0.025198046402383482,-0.05576983969211504,0.10127798992197737
esports,62,112513,5094,19565732.0,19787574.0,0.621543824672699,0.6758512258529663,0.054307401180267334,0.07537718793994233,-0.001003557982587976,0.14842734923835235
